idx,songname,writer,Songname
404,Thank you for everthing(柯南 ED23),名侦探柯南,Thank_you_for_everthing_KN_ED23_
405,雪花 考级,斯托耶诺夫,XH_KJ
406,《神秘园之歌》钢琴谱全集(09 Adagio),神秘园,SMYZG_GQPQJ_09_Adagio_
407,夜的钢琴曲 修改版,石进,YDGQQ_XGB
408,Second Run,游戏,Second_Run
409,柯南插曲 Aの预感 完整瞎编简单版,名侦探柯南,KNCQ_A_YG_WZXBJDB
410,say you love me,patti austin,Say_you_love_me
411,生日快乐,未知,SRKL
412,新版《secret》（双版）,不能说的秘密,XB_secret__SB_
413,Memory（钢琴谱）,未知,Memory_GQP_
414,我要的飞翔（改编版）,许飞,WYDFX_GBB_
415,云中月圆,jerry5743,YZYY
416,..德琳之.(.奏版),理查德,DLZ___ZB_
417,命运（浪漫满屋主题曲）,香香,MY_LMMWZTQ_
418,红颜--胡彦斌,胡彦斌,HY__HYB
419,春泥 （C调弹唱版）,庾澄庆,CN__CDDCB_
420,勇气100%,动漫影视,YQ100_
421,我知道我们不会有结果,金莎,WZDWMBHYJG
422,翻身的日子,郎郎,FSDRZ
423,丁香花弹唱版,唐磊,DXHDCB
424,Cant help falling in love,埃尔维斯·普雷斯利,Cant_help_falling_in_love
425,繁星（至上励合）,至上励合,FX_ZSLH_
426,紫色的记忆,PianoYZ,ZSDJY
427,卡农交响曲(3小提琴+1大提琴),帕赫贝尔-Pachelbel,KNJXQ_3XTQ_1DTQ_
428,人间第一情,阎维文,RJDYQ
429,Sakura Addiction,动漫影视,Sakura_Addiction
430,约翰.汤普森现代钢琴教程2（大汤2）_44两把吉它,约翰.汤普森,YH_TPSXDGQJC2_DT2__44LBJT
431,落叶的梦,苗波,LYDM
432,我只在乎你,邓丽君,WZZHN
433,白色郁金香（C调）,陈罗仑,BSYJX_CD_
434,鸽子（中级简易版）,未知,GZ_ZJJYB_
435,车尔尼299 No.04,车尔尼,CEN299_No_04
436,你的眼睛,许茹芸,NDYJ
437,哈利的魔法世界-Harry's Wondrous World,影视,HLDMFSJ_Harry_s_Wondrous_World
438,《EDELWEISS》,林文信,EDELWEISS_
439,格里格，培尔·金特(第四魔鬼之舞),格里格,GLG_PE_JT_DSMGZW_
440,桑塔·露琪亚（小提琴&钢琴合奏）,世界名曲,ST_L_Y_XTQ_GQHZ_
441,坠入爱河  - When I Fall In Love,未知分类,ZRAH____When_I_Fall_In_Love
442,Longing & Love（选自《Autumn.秋季》专辑）,George Winston.乔治·温斯顿,Longing___Love_XZ_Autumn_QJ_ZJ_
443,浪客剑心-维新志士への镇魂歌OST-Her Most Beautiful Smile,动漫影视,LKJX_WXZS__ZHGOST_Her_Most_Beautiful_Smile
444,仙境,班得瑞-Bandari,XJ
445,overture,Yiruma,Overture
446,彼女の夏-Buzzer Beat(零秒出手),动漫影视,BN_X_Buzzer_Beat_LMCS_
447,游乐园的海滩（趣味钢琴技巧里的谱）,车尔尼,YLYDHT_QWGQJQLDP_
448,Before I Go,雅尼,Before_I_Go
449,陆行鸟主题曲,最终幻想,LXNZTQ
450,Pandora Hearts_melody 2,Kajiura Yuki,Pandora_Hearts_melody_2
451,Love Of My Life（陈冠宇）,陈冠宇,Love_Of_My_Life_CGY_
452,即便再过十年（韩剧悲伤恋歌插曲，宋承宪）。,宋承宪,JBZGSN_HJBSLGCQ_SCX__
453,四季·冬之第二乐章（钢琴独奏版）,维瓦尔第,SJ_DZDELZ_GQDZB_
454,罪无可恕《妻子的诱惑》,张瑞希,ZWKS_QZDYH_
455,Try To Remember 简单版,Brothers Four,Try_To_Remember_JDB
456,Im aways close to you（交响乐之雨）,交响乐之雨,Im_aways_close_to_you_JXLZY_
457,孩子们的哈农琴谱完整版(基本练习（3、4、5指）-5变化练习2),未知,HZMDHNQPWZB_JBLX_3_4_5Z__5BHLX2_
458,见过 原创优美动人的钢琴曲,蛤蟆爱天鹅08,JG_YCYMDRDGQQ
459,第几个100天（演奏版，林俊杰）,林俊杰,DJG100T_YZB_LJJ_
460,《音乐之声》插曲..Do-Re-Mi,李妍冰,YLZS_CQ__Do_Re_Mi
461,G大调小步舞曲,贝多芬-beethoven,GDDXBWQ
462,继承者们 - Moment (Part 3. OST),李昶.(2AM),JCZM___Moment__Part_3__OST_
463,我的歌声里,飞扬的蒲公英,WDGSL
464,可惜不是你（超级简易版）,梁静茹,KXBSN_CJJYB_
465,送别,李叔同,SB
466,致爱丽丝（爵士版）,贝多芬,ZALS_JSB_
467,花仙子之歌,堀江美都子,HXZZG
468,摇篮曲（简单版）,影视,YLQ_JDB_
469,大海啊故乡,王立平,DHAGX
470,花之舞（趣味钢琴技巧里的谱）,车尔尼,HZW_QWGQJQLDP_
471,一路向北（选自2005年专辑《十一月的肖邦》）,周杰伦,YLXB_XZ2005NZJ_SYYDXB__
472,轨道空降兵之歌,钛轰炸机,GDKJBZG
473,让梦冬眠（完美版）,三宝/孙楠,RMDM_WMB_
474,黎明前的琉璃色- 前奏曲(Prelude)～We are not alone～,动漫影视,LMQDLLS__QZQ_Prelude__We_are_not_alone_
475,《岁月风云》主题曲《天这样蓝》 TVB电视剧集,李克勤,SYFY_ZTQ_TZYL__TVBDSJJ
476,月落（拥抱太阳的月亮OST),拥抱太阳的月亮,YL_YBTYDYLOST_
477,避风港,AlfredAria,BFG
478,约翰.汤普森现代钢琴教程2（大汤2）_12在教堂,约翰.汤普森,YH_TPSXDGQJC2_DT2__12ZJT
479,AVE MARIA,圣经,AVE_MARIA
480,私奔 tell me who you are,未知分类,SB_tell_me_who_you_are
481,两部曲,思小妞,LBQ
482,小步舞曲,波切里尼,XBWQ
483,世上唯一的花,女子十二乐坊,SSWYDH
484,仙剑问情(L7复刻版),动漫,XJWQ_L7FKB_
485,异国情,理查德.克莱德曼,YGQ
486,不能说的秘密春之歌,周杰伦,BNSDMMCZG
487,家乡,韩红,JX
488,South Lake - 张一益,张一益,South_Lake___ZYY
489,Synchrogazer,水树奈奈,Synchrogazer
490,I Just Called to Say I Love You,Steve Wonder,I_Just_Called_to_Say_I_Love_You
491,专属天使简易版,Tank,ZSTSJYB
492,Thanksgiving 感恩节 版本2（选自《December.十二月》专辑）,George Winston.乔治·温斯顿,Thanksgiving_GEJ_BB2_XZ_December_SEY_ZJ_
493,拔萝卜,拔萝卜,BLB
494,F.L_对易_半音阶练习曲,白鹤仙郎,F_L_DY_BYJLXQ
495,9-练习曲Op.25 No.2-肖邦 考级,肖邦,LXQOp_25_No_2_XB_KJ
496,Spring Rain（Yiruma.李闰珉《Puppy's Face OST / 哆基朴的天空 原声带》）,Yiruma.李闰珉,Spring_Rain_Yiruma_LR__Puppy_s_Face_OST___DJPDTK_YSD__
497,天空之城——PY简单版,天空之城,TKZC__PYJDB
498,D大调琶音 考级,考级曲目,DDDPY_KJ
499,Airplanes,B.O.B,Airplanes
500,俄罗斯套娃,初音未来,ELSTW
501,pastorale,神秘园乐队,Pastorale
502,川,S.E.N.S 神思者,C
503,小小快乐—送给魏晨的生日礼物,魏晨,XXKL_SGWCDSRLW
504,泰罗奥特曼主题曲,inuyasha10,TLATMZTQ
505,葬礼进行曲,齐少凡,ZLJXQ
506,离家出走-弹唱版,卫兰,LJCZ_DCB
507,一番の宝物(Original Ver.),麻枝准 karuta,YF_BW_Original_Ver__
508,咱们屯里的人,赵本山,ZMTLDR
509,B小调协奏曲(第二乐章),里丁格,BXDXZQ_DELZ_
510,唯一-（大头Grace版),王力宏,WY__DTGraceB_
511,a和声小调音阶 考级,考级曲目,AHSXDYJ_KJ
512,地下城与勇士-素喃城背景音乐,地下城与勇士,DXCYYS_S_CBJYL
513,Daisy Belle,未知,Daisy_Belle
514,小黄鹂鸟,中国名曲,XH_N
515,卡拉赞,游戏,KLZ
516,当我想你的时候（弹唱伴奏谱，女声调）,汪峰,DWXNDSH_DCBZP_NSD_
517,疯狂世界,五月天,FKSJ
518,拜厄钢琴基本教程第106条,《拜厄》钢琴基本教程,BEGQJBJCD106T
519,宠物小精灵  骑单车 背景音乐,动漫影视,CWXJL__QDC_BJYL
520,伯牙绝弦,王力宏,BYJX
521,土耳其进行曲（埃及音阶版）,齐少凡,TEQJXQ_AJYJB_
522,车尔尼599 NO.78,车尔尼,CEN599_NO_78
523,《幽灵公主》原版配乐－2 旅立ち,久石让,YLGZ_YBPL_2_LL_
524,手心的太阳,张韶涵,SXDTY
525,小娘惹主题曲 如燕,                                ,XNRZTQ_RY
526,WFS--金三顺中一首好听的钢琴背景插曲,ymymym,WFS__JSSZYSHTDGQBJCQ
527,约翰.汤普森简易钢琴教程4（小汤4）_小河的歌,约翰.汤普森,YH_TPSJYGQJC4_XT4__XHDG
528,Very Early（太早，爵士版）,Bill Evans,Very_Early_TZ_JSB_
529,漫步人生路,邓丽君,MBRSL
530,升C小调圆舞曲,清代皇帝,SCXDYWQ
531,童话（吴寅飞版）,光良,TH_WYFB_
532,出埃及记,克莱德曼演奏,CAJJ
533,超级玛莉（全集）,游戏,CJML_QJ_
534,独立(伴奏),蜜雪薇琪,DL_BZ_
535,爱不单行,罗志祥,ABDX
536,Love Hurts,Yiruma,Love_Hurts
537,泪洒天空之城,久石让,LSTKZC
538,悄悄告诉你（范玮琪）,范玮琪,QQGSN_F___
539,姻缘,李俊基,YY
540,【略触的】Evans-鬼畜,动漫影视,LCD_Evans_GX
541,Forbidden Love-《二千年之恋》主题曲,动漫影视,Forbidden_Love__EQNZL_ZTQ
542,合金装备2-主旋律钢琴版,游戏,HJZB2_ZXLGQB
543,阳光宅男（选自2007年专辑《我很忙》）,周杰伦,YGZN_XZ2007NZJ_WHM__
544,I WANNA BE WITH YOU,徐婕儿,I_WANNA_BE_WITH_YOU
545,菊花台-《黄金甲》首映弹唱,周杰伦,JHT__HJJ_SYDC
546,叮当猫-主题曲,动漫影视,DDM_ZTQ
547,Edel Weiss（电影音乐之声主题曲）,未知,Edel_Weiss_DYYLZSZTQ_
548,爱上你,S.H.E,ASN
549,IB..,IB..,IB__
550,沂蒙民歌,王震亚,YMMG
551,大阪ロマネスク,关8,D______
552,bethena,欧美经典,Bethena
553,白夜----韩剧《妇产科医生》原声OST,张瑞希,BY____HJ_FCKYS_YSOST
554,F大调奏鸣曲-第一乐章,NNN999,FDDZMQ_DYLZ
555,暗恋者的告白,joe hisaishi,ALZDGB
556,若我离去 -韩剧《明成皇后》主题曲,韩日剧,RWLQ__HJ_MCHH_ZTQ
557,叛逆的鲁鲁修InnocentDays-Hitomi,叛逆的鲁鲁修,PNDLLXInnocentDays_Hitomi
558,外国儿童歌曲钢琴曲集111首(005 玛丽诺之歌),未知,WGETGQGQQJ111S_005_MLNZG_
559,写给海洋,班得瑞-Bandari,XGHY
560,白色秋天（原调）,曾轶可,BSQT_YD_
561,逍遥叹-仙剑奇侠传原声,动漫,YT_XJQXCYS
562,你瞒我瞒（弹唱）,陈柏宇,NMWM_DC_
563,镜夜（完整版）,V.K克,JY_WZB_
564,巴黎在下雨,世界名曲,BLZXY
565,比特里克斯（班得瑞的钢琴谱合集）,班得瑞,BTLKS_BDRDGQPHJ_
566,hymn to the sea,无,Hymn_to_the_sea
567,婚礼合唱,瓦格纳,HLHC
568,一千年以前（唯美版）,林俊杰,YQNYQ_WMB_
569,宠物小精灵中心,动漫影视,CWXJLZX
570,Thank you for everything ,名侦探柯南,Thank_you_for_everything_
571,天鹅（理查德·克莱德曼经典钢琴曲14首）,理查德·克莱德曼,TE_LCD_KLDMJDGQQ14S_
572,蓝精灵之歌,蓝精灵,LJLZG
573,你不是真正的快乐,五月天,NBSZZDKL
574,劳动最光荣,黄准,LDZGR
575,She Leaned Out Of The Mist（钢琴谱，新浪微博升级背景音乐）, iimmune ,She_Leaned_Out_Of_The_Mist_GQP_XLWBSJBJYL_
576,雪之梦（Snowdreams，班得瑞）,班得瑞,XZM_Snowdreams_BDR_
577,外婆的澎湖湾（伴奏谱）,儿歌,WPDPHW_BZP_
578,二月里来 考级,冼星海,EYLL_KJ
579,When I Was Your Man（唱奏版）,Bruno Mars,When_I_Was_Your_Man_CZB_
580,Forever Love,王力宏,Forever_Love
581,给凌枫的即兴演奏,文武贝,GLFDJXYZ
582,《浪漫满屋》主题曲——命运,韩日剧,LMMW_ZTQ__MY
583,转身之间 - 《此间的少年》主题曲,徐鸣涧,ZSZJ____CJDSN_ZTQ
584,Time,#NAME?,Time
585,天空之城提琴重奏,天空之城,TKZCTQZZ
586,小汤4.5.7(黑键雷格曲),约翰 . 汤普森,XT4_5_7_HJLGQ_
587,_密Wc辛德瑞拉,初音未来,MWcXDRL
588,Sanctity,Rabpit,Sanctity
589,梦中的额吉,乌达木,MZDEJ
590,D大调卡农Jeffrey Michael版节选,帕赫贝尔-Pachelbel,DDDKNJeffrey_MichaelBJX
591,【罗小黑战记】嘿咻狂想曲,mint（薄荷映像）,LXHZJ_H_KXQ
592,sweet dream,狂热的橘子,Sweet_dream
593,千山暮雪主题曲钢琴版,盛盛,QSMXZTQGQB
594,only my railgun とある科学の超电磁炮op(重发),friPside,Only_my_railgun____KX_CDCPop_ZF_
595,奥特曼 - 超时空大战 - 球よ_消えろ`っ!,动漫影视,ATM___CSKDZ___Q__X_____
596,天使恋曲 - 拥抱粉雪,游戏,TSLQ___YBFX
597,花町物语-追忆,动漫影视,H_WY_ZY
598,我还记得（妥协Demo）-阿沁,阿沁,WHJD_TXDemo__AQ
599,刺鸟,飞儿乐团,CN
600,你是我的星光,星光二班,NSWDXG
601,明日への扉,动漫影视,MR___
602,恋がくれたもの（西村由纪江）,西村由纪江,L_______XCYJJ_
603,因为爱情（弹唱伴奏谱，男声调）,陈奕迅，王菲,YWAQ_DCBZP_NSD_
604,贝多芬 第三交响曲（英雄）第四乐章（后半部）,贝多芬,BDF_DSJXQ_YX_DSLZ_HBB_
605,麻雀与小孩（林海《城南旧事》）,林海,MQYXH_LH_CNJS__
606,红线,新垣结衣,HX
607,平安夜主题变奏曲（钢琴版）,未知,PAYZTBZQ_GQB_
608,Letter,Yiruma,Letter
609,梦中的婚礼,理查德克莱德曼,MZDHL
610,Angle Beats-Brave Song,Animenzzz,Angle_Beats_Brave_Song
611,Rainbow girl (因为我是生活在二次元的女孩),43スレ437 / 初音ミク,Rainbow_girl__YWWSSHZECYDNH_
612,卡农 会哭的羽毛,齐少凡,KN_HKDYM
613,意大利国歌变奏曲,DXF,YDLGGBZQ
614,蓝调-(特别版),未知分类,LD__TBB_
615,罗兰,班得瑞,LL
616,请到天涯海角来（钢琴版）,沈小岑,QDTYHJL_GQB_
617,七秀——选自网游《剑侠情缘三》,游戏,QX__XZWY_JXQYS_
618,最终幻想3（Final Fantasy III - Boundless Ocean）,最终幻想,ZZHX3_Final_Fantasy_III___Boundless_Ocean_
619,前奏曲与赋格（平均律No.16)  考级,巴赫,QZQYFG_PJLNo_16___KJ
620,Trust You,Gundam Seed,Trust_You
621,Its not easy to live,血腥残阳,Its_not_easy_to_live
622,AKB48 24单 《崇尚麻里子》（上からマリコ）,AKB48,AKB48_24D__CSMLZ__S______
623,「薄樱鬼OST」淡い恋,动漫影视,BYGOST_D_L
624,Chopin.肖邦 练习曲 Op.10 No.8 过山车,Chopin.肖邦,Chopin_XB_LXQ_Op_10_No_8_GSC
625,划船歌,小汤,HCG
626,Naruto The Theme,火影忍者,Naruto_The_Theme
627,电灯胆,邓丽欣,DDD
628,再见_警察---PY版,影视,ZJ_JC___PYB
629,玄霄梦境背景音乐,仙剑奇侠传,XXMJBJYL
630,怀念东方之血+飘上月球不死之烟 钢琴谱+鼓谱,动漫影视,HNDFZX_PSYQBSZY_GQP_GP
631,久h…（恋狱月狂病）,恋狱月狂病,Jh__LYYKB_
632,宠物小精灵 - 离别,动漫影视,CWXJL___LB
633,反复记号（蔡依林）,蔡依林,FFJH_CYL_
634,阿莱城姑娘,比才-Bizet,ALCGN
635,拜厄幼儿钢琴教程No.56,拜厄,BEYEGQJCNo_56
636,莎莉花园 The Sally gardens,菲尔·考特-Phil Coulter,SLHY_The_Sally_gardens
637,Nanas  theme,城市猎人,Nanas__theme
638,节日舞 考级,丁善德,JRW_KJ
639,逆鳞狂想曲,不能说的秘密,NLKXQ
640,赛马第一乐章,rockyou,SMDYLZ
641,命起涟漪,仙剑奇侠传,MQL_
642,玩命版土耳其进行曲,莫扎特,WMBTEQJXQ
643,Autumn Leaves-（钢琴风格）,未知分类,Autumn_Leaves__GQFG_
644,小蜜蜂 ,德国歌曲,XMF_
645,该死的温柔-(乐侠版),马天宇,GSDWR__LXB_
646,犬夜叉 哀歌 演奏完整版,和田熏,QYC_AG_YZWZB
647,Dying in the sun,Cranberries,Dying_in_the_sun
648,精心制作的【水果沙拉】,小野丽莎,JXZZD_SGSL_
649,翼年代记 -  I talk to the rain,动漫影视,YNDJ____I_talk_to_the_rain
650,世上只有,容祖儿,SSZY
651,黄昏 牧歌（中国风）,翔阮,HH_MG_ZGF_
652,幽思（琴箫合奏）,贺绿汀,YS_Q_HZ_
653,超人不会飞（选自2010年专辑《跨时代》）,周杰伦,CRBHF_XZ2010NZJ_KSD__
654,d小调减七琶音,周铭孙,DXDJQPY
655,祝福（张学友演唱) 送给好朋友Ice,张学友,ZF_ZXYYC__SGHPYIce
656,孩子们的哈农琴谱完整版（基本练习全部5个手指）,未知,HZMDHNQPWZB_JBLXQB5GSZ_
657,FF7核心危机主题曲,最终幻想,FF7HXWJZTQ
658,中国民歌儿童钢琴曲集102首(013 Dance to the Xian-zi),未知,ZGMGETGQQJ102S_013_Dance_to_the_Xian_zi_
659,真的爱你,宇文宣德,ZDAN
660,都是你,光良,DSN
661,摩塞塔舞曲,巴赫,MSTWQ
662,落叶（根据林文信教材编写）,未知,LY_GJLWXJCBX_
663,fallingstar- 天空之城,动漫影视,Fallingstar__TKZC
664,T.R.Y不是因为寂寞才想你（伴奏谱）,T.R.Y,T_R_YBSYWJMCXN_BZP_
665,永远的邀请,汤子星,YYDYQ
666,四季·春 第一乐章,维瓦尔第,SJ_C_DYLZ
667,古剑奇谭《青冥剑誓》,动漫影视,GJQT_Q_JS_
668,因你有我,∮→_∮,YNYW
669,Carly Rae Jepsen - Call Me Maybe,Carly Rae Jepsen,Carly_Rae_Jepsen___Call_Me_Maybe
670,明日がくるなら映画（「余命1ヶ月の花嫁」主}歌）,动漫影视,MR_____YH__YM1_Y_HJ_Z_G_
671,卡农-摇滚版,帕赫贝尔,KN_YGB
672,C小调赋格 BWV847  (指法),巴哈-Bach_ Johann Sebastian,CXDFG_BWV847___ZF_
673,Time She's Forgotten,</a>,Time_She_s_Forgotten
,,,
674,Monkey Magic 钢琴谱,影山ヒロノブ,Monkey_Magic_GQP
675,温柔的诗句,钢琴物语,WRDSJ
676,植物大战僵尸背景音乐草坪白天,xxx,ZWDZJSBJYLCPBT
677,顺其自然 理查德 克莱德曼,理查德克莱德曼,SQZR_LCD_KLDM
678,运动员进行曲,中国名曲,YDYJXQ
679,长江之歌,王世光,CJZG
680,Fall In Love,林文信,Fall_In_Love
681,【古剑奇谭】爱你没错 - 张信哲（弹唱+独奏）,张信哲,GJQT_ANMC___ZXZ_DC_DZ_
682,红星闪闪放光彩《改编版》--最新修改,童声合唱 ,HXSSFGC_GBB___ZXXG
683,刀剑神域OP2（Innocence）,蓝井Eir,DJSYOP2_Innocence_
684,月亮代表我的心-----最原始版本,邓丽君,YLDBWDX_____ZYSBB
685,最长的电影-（钢琴版）,周杰伦,ZCDDY__GQB_
686,美丽的神话《属初级水平》,成龙,MLDSH_SCJSP_
687,月光水岸,班得瑞,YGSA
688,猛龙过江（筷子兄弟《老男孩之猛龙过江》同名主题曲）,筷子兄弟,MLGJ_KZXD_LNHZMLGJ_TMZTQ_
689,Heart And Soul（Three Versions，欢快版）,Hoagy Carmichael,Heart_And_Soul_Three_Versions_HKB_
690,Bad Apple!!,东方project,Bad_Apple__
691,小星星和春天来了,儿歌,XXXHCTLL
692,可曾记得爱,林明美,KZJDA
693,Requiem for a Dream,影视,Requiem_for_a_Dream
694,Monment of Rest（Angel Beats!背景音乐）,动漫影视,Monment_of_Rest_Angel_Beats_BJYL_
695,Autumn Rose,Ernesto Cortazar,Autumn_Rose
696,珍妮.伊莎贝拉带来了火炬（Bring a Torch Jeanette Isabella）,圣诞歌曲,ZN_YSBLDLLHJ_Bring_a_Torch_Jeanette_Isabella_
697,山水之间,每一天,SSZJ
698,多希望你在,萧敬腾,DXWNZ
699,Sprinkle to Rain,Isaac Shepard,Sprinkle_to_Rain
700,D大调卡农,帕赫贝尔,DDDKN
701,小抒情调,莫扎特,XSQD
702, adagio in c minor  柔版,雅尼,Adagio_in_c_minor__RB
703,天降之物 ひとりにしないで,动漫影视,TJZW_________
704,小夜曲(原创),祝路轩,XYQ_YC_
705,丝路（弹唱版，齐秦）,齐秦,SL_DCB_QQ_
706,说好了不见面,小贱,SHLBJM
707,Let it go ,Idina Menzel ,Let_it_go_
708,Swear it again,westlife,Swear_it_again
709,Hark The Herald Angels Sing 听天使们高声唱,耶酥,Hark_The_Herald_Angels_Sing_TTSMGSC
710,SJ M-super girl,SJ M,SJ_M_super_girl
711,阿斯特探戈 Astor tango,jerry5743,ASTTG_Astor_tango
712,小奏鸣曲 克列门蒂 Op.36No.3,克列门蒂,XZMQ_KLMD_Op_36No_3
713,《夏天的味道》完美演奏版,许飞,XTDWD_WMYZB
714,Dream Waltz -（恶作剧之吻）,贝多芬,Dream_Waltz___EZJZW_
715,克拉莫练习曲（NO.24）,未知,KLMLXQ_NO_24_
716,莫斯科郊外的晚上, 索洛维约夫.谢多伊,MSKJWDWS
717,晴天（加吉他）,周杰伦,QT_JJT_
718,大V爱-星象仪,大V爱,DVA_XXY
719,车尔尼599 NO.88,车尔尼,CEN599_NO_88
720,「好想告诉你BGM」めぐる季,动漫影视,HXGSNBGM____J
721,爱我别走-05895464版,周杰伦,AWBZ_05895464B
722,Prism Ark TV版插曲,Prism Ark,Prism_Ark_TVBCQ
723,·Spring·专辑原版·（Original Version in Album）,久石让,Spring_ZJYB__Original_Version_in_Album_
724,小卡农,费瑞,XKN
725,贝多芬暴风雨第一乐章,贝多芬,BDFBFYDYLZ
726,下一站天后-泠冷飘花,Twins,XYZTH__LPH
727,The Main Theme of Final Fantasy VII,最终幻想,The_Main_Theme_of_Final_Fantasy_VII
728,rive flows in you,Yiruma,Rive_flows_in_you
729,情定三生,∮一往琴声∮,QDSS
730,在太行山上（钢琴伴奏合唱谱-A调版）,冼星海,ZTXSS_GQBZHCP_ADB_
731,感伤的混成曲（理查德·克莱德曼经典钢琴曲14首）,理查德·克莱德曼,GSDHCQ_LCD_KLDMJDGQQ14S_
732,军魂—《亮剑》主题曲,影视,JH__LJ_ZTQ
733,蔷薇少女插曲——淡い想い出,动漫影视,Q_SNCQ__D_X_C
734,Come back to me【弹唱版】,宇多田光,Come_back_to_me_DCB_
735,Moonlight Shadow..Dana Winner(C调激进版),Dana Winner,Moonlight_Shadow__Dana_Winner_CDJJB_
736,拜厄钢琴基本教程第101条,《拜厄》钢琴基本教程,BEGQJBJCD101T
737,夕阳红bE,小猪蒙蒙,XYHbE
738,狮子座（弹唱版）,曾轶可,SZZ_DCB_
739,please,卫兰,Please
740,小资的梦中婚礼,理查德.克莱德曼,XZDMZHL
741,对不起我爱你,中岛美嘉,DBQWAN
742,不再 陈乃荣  吴凌云编制,陈乃荣,BZ_CNR__WLYBZ
743,Adagio in c minor,雅尼,Adagio_in_c_minor
744,To Zanarkand,最终幻想,To_Zanarkand
745,我看见三只船（I Saw Three Ships）,圣诞歌曲,WKJSZC_I_Saw_Three_Ships_
746,Nao appear-洛奇npc娜儿登场音乐,动漫影视,Nao_appear_LQnpcNEDCYL
747,Bb大调钢琴奏鸣曲 K.333（Mozart.莫扎特 附指法）,Mozart.莫扎特,BbDDGQZMQ_K_333_Mozart_MZT_FZF_
748,高达SEED-D战斗原声钢琴版,Gundam Seed,GDSEED_DZDYSGQB
749,C大调前奏曲,肖邦-chopin,CDDQZQ
750,张学友-我真的受伤了（伴奏音简单）,</a>,ZXY_WZDSSL_BZYJD_
,,,
751,山清水秀好风光,中国名曲,SQSXHFG
752,流星下的愿 张学友+许慧欣,张学友+许慧欣,LXXDY_ZXY_XHX
753,美人鱼,雅尼,MRY
754,小步舞曲No.10,巴赫,XBWQNo_10
755,Opposite World,动漫影视,Opposite_World
756,致爱丽丝（修改版），比原版简单,贝多芬,ZALS_XGB__BYBJD
757,土耳其进行曲炫技版,莫扎特,TEQJXQ_JB
758,1-分解和弦-G大调分解和弦,考级曲目,FJHX_GDDFJHX
759,キャットフ.ド （Cat Food）,doriko,Cat_Food_
760,受了点伤,阿桑,SLDS
761,你是我一辈子的爱-墨香版(带指法),潘越云,NSWYBZDA_MXB_DZF_
762,国际歌 (The Internationale),Pierre Degeyter,GJG__The_Internationale_
763,刺激,世界名曲,CJ
764,w-inds(日剧悠长假期配乐),W-inds,W_inds_RJYCJQPL_
765,失忆症雨中钢琴曲,失忆症,SYZYZGQQ
766,sistar19,sistar19,Sistar19
767,爱如烟花一瞬间,石进,ARYHYSJ
768,God Knows（双提琴版）,动漫影视,God_Knows_STQB_
769,滑旱冰 考级,车尔尼,HHB_KJ
770,《牧童短笛》-贺绿汀,贺绿汀,MTDD__HLT
771,小夜曲 巴赫曼,巴赫曼,XYQ_BHM
772,Time Windows,Danny Wright,Time_Windows
773,约翰.汤普森简易钢琴教程2（小汤2）_17从前,约翰 . 汤普森,YH_TPSJYGQJC2_XT2__17CQ
774,生日快乐特别版,世界名曲,SRKLTBB
775,魔卡少女樱－出逢い,魔卡少女樱,MKSNY_CF_
776,The Way  We Were,林文信,The_Way__We_Were
